,Entity,Iteration,Probability,Relation,Value
1963,concept:athlete:cha_seung_baek,850,0.992125,concept:athleteplayssport,concept:sport:baseball
1964,concept:personmexico:ramon_a__ramirez,850,0.99675,concept:athleteplaysinleague,concept:sportsleague:mlb
1965,concept:personmexico:ramon_a__ramirez,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
1966,concept:athlete:andrew_sisco,850,1.0,concept:athleteplayssport,concept:sport:baseball
1967,concept:athlete:hank_blalock,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nhl
1968,concept:athlete:hank_blalock,850,1.0,concept:athleteplayssport,concept:sport:baseball
1969,concept:personmexico:chris_perez,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nfl
1970,concept:personmexico:chris_perez,850,0.96875,concept:athleteplayssport,concept:sport:baseball
1971,concept:personmexico:todd_coffey,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
1972,concept:personmexico:todd_coffey,850,0.9375,concept:athleteplayssport,concept:sport:baseball
1973,concept:athlete:gehrig,850,0.984375,concept:athleteplayssport,concept:sport:baseball
1974,concept:athlete:matt_cepicky,850,1.0,concept:athleteplayssport,concept:sport:baseball
1975,concept:athlete:edwin_encarnacion,850,0.9652499999999999,concept:athleteplaysinleague,concept:sportsleague:mlb
1976,concept:athlete:edwin_encarnacion,850,0.9685,concept:athleteplayssport,concept:sport:baseball
1977,concept:athlete:ross_wolf,850,0.9375,concept:athleteplayssport,concept:sport:baseball
1978,concept:athlete:doug_davis,850,0.9755,concept:athleteplaysinleague,concept:sportsleague:mlb
1979,concept:athlete:doug_davis,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
1980,concept:athlete:roger_maris,850,0.9510000000000001,concept:athleteplaysinleague,concept:sportsleague:mlb
1981,concept:athlete:roger_maris,850,0.937,concept:athleteplayssport,concept:sport:baseball
1982,concept:personmexico:joel_peralta,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
1983,concept:personmexico:bill_pulsipher,850,0.9375,concept:athleteplayssport,concept:sport:baseball
1984,concept:personmexico:lee_gardner,850,0.9375,concept:athleteplayssport,concept:sport:baseball
1985,concept:athlete:mike_pelfrey,850,0.99609375,concept:athleteplaysforteam,concept:sportsteam:new_york_mets
1986,concept:athlete:mike_pelfrey,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
1987,concept:coach:tom_gorzelanny,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:pirates
1988,concept:coach:tom_gorzelanny,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
1989,concept:coach:tom_gorzelanny,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
1990,concept:athlete:chris_chambers,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:chargers
1991,concept:personmexico:tino_martinez,850,0.9795,concept:athleteplaysinleague,concept:sportsleague:mlb
1992,concept:personmexico:tino_martinez,850,0.937,concept:athleteplayssport,concept:sport:baseball
1993,concept:athlete:jerome_williams,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nfl
1994,concept:athlete:jerome_williams,850,0.9375,concept:athleteplayssport,concept:sport:baseball
1995,concept:athlete:matt_kata,850,1.0,concept:athleteplayssport,concept:sport:baseball
1996,concept:athlete:bobby_korecky,850,0.9375,concept:athleteplayssport,concept:sport:baseball
1997,concept:athlete:dahntay_jones,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
1998,concept:athlete:ryan_rowland_smith,850,0.948,concept:athleteplaysinleague,concept:sportsleague:major_league_baseball
1999,concept:athlete:ryan_rowland_smith,850,0.9940625,concept:athleteplayssport,concept:sport:baseball
2000,concept:athlete:mike_cameron,850,0.99609375,concept:athleteledsportsteam,concept:sportsteam:milwaukee_brewers
2001,concept:athlete:mike_cameron,850,0.999969482421875,concept:athleteplaysforteam,concept:sportsteam:milwaukee_brewers
2002,concept:athlete:mike_cameron,850,0.9974375,concept:athleteplaysinleague,concept:sportsleague:mlb
2003,concept:athlete:mike_cameron,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2004,concept:personmexico:ed_mujica,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2005,concept:personmexico:ed_mujica,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2006,concept:athlete:joe_beimel,850,0.96775,concept:athleteplaysinleague,concept:sportsleague:mlb
2007,concept:athlete:joe_beimel,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
2008,concept:athlete:joel_guzman,850,0.978,concept:athleteplaysinleague,concept:sportsleague:mlb
2009,concept:athlete:joel_guzman,850,0.9685,concept:athleteplayssport,concept:sport:baseball
2010,concept:athlete:ken_hill,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2011,concept:personmexico:jason_terry,850,1.0,concept:athleteledsportsteam,concept:sportsteam:hawks
2012,concept:personmexico:jason_terry,850,0.999755859375,concept:athleteplaysforteam,concept:sportsteam:dallas_mavericks
2013,concept:personmexico:jason_terry,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
2014,concept:personmexico:jason_terry,850,0.999937984375,concept:athleteplayssport,concept:sport:baseball
2015,concept:personmexico:luis_mendoza,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nhl
2016,concept:athlete:ryan_hanigan,850,0.996375,concept:athleteplayssport,concept:sport:baseball
2017,concept:athlete:adam_eaton,850,1.0,concept:athleteplayssport,concept:sport:baseball
2018,concept:athlete:brian_rafalski,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:red_wings
2019,concept:coach:kevin_mcreynolds,850,0.954,concept:athleteplaysinleague,concept:sportsleague:mlb
2020,concept:athlete:wade_dubielewicz,850,1.0,concept:athleteledsportsteam,concept:sportsteam:miami_heat
2021,concept:athlete:wade_dubielewicz,850,1.0,concept:athleteplaysforteam,concept:sportsteam:miami_heat
2022,concept:athlete:wade_dubielewicz,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
2023,concept:athlete:wade_dubielewicz,850,0.987,concept:athleteplayssport,concept:sport:basketball
2024,concept:athlete:asdrubal_cabrera,850,0.993875,concept:athleteplaysinleague,concept:sportsleague:mlb
2025,concept:athlete:asdrubal_cabrera,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2026,concept:athlete:rajai_davis,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2027,concept:athlete:rajai_davis,850,1.0,concept:athleteplayssport,concept:sport:baseball
2028,concept:athlete:edgerrin_james,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:colts
2029,concept:athlete:edgerrin_james,850,0.941,concept:athleteplaysinleague,concept:sportsleague:nfl
2030,concept:athlete:edgerrin_james,850,0.911,concept:athleteplayssport,concept:sport:hockey
2031,concept:athlete:steven_register,850,0.996375,concept:athleteplayssport,concept:sport:baseball
2032,concept:athlete:jamie_vermilyea,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2033,concept:athlete:norm_cash,850,0.944,concept:athleteplaysinleague,concept:sportsleague:mlb
2034,concept:athlete:drew_bledsoe,850,1.0,concept:athleteledsportsteam,concept:sportsteam:new_england_patriots
2035,concept:athlete:ryan_feierabend,850,0.996375,concept:athleteplayssport,concept:sport:baseball
2036,concept:athlete:cal_ripken,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:baltimore_orioles
2037,concept:athlete:jason_berken,850,0.96875,concept:athleteplayssport,concept:sport:baseball
2038,concept:coach:rickie_weeks,850,0.99846875,concept:athleteplaysinleague,concept:sportsleague:mlb
2039,concept:coach:rickie_weeks,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2040,concept:athlete:jason_collins,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
2041,concept:personmexico:david_carr,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:twins
2042,concept:personmexico:david_carr,850,0.989,concept:athleteplaysinleague,concept:sportsleague:mlb
2043,concept:personmexico:david_carr,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2044,concept:athlete:steve_finley,850,0.99175,concept:athleteplayssport,concept:sport:baseball
2045,concept:athlete:mike_burns,850,0.998875,concept:athleteplayssport,concept:sport:baseball
2046,concept:athlete:josh_kinney,850,1.0,concept:athleteplayssport,concept:sport:baseball
2047,concept:athlete:nikolai_khabibulin,850,1.0,concept:athleteplaysforteam,concept:sportsteam:leafs
2048,concept:coach:gabe_kapler,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:tampa_bay_devil_rays
2049,concept:coach:gabe_kapler,850,0.9999525883958333,concept:athleteplayssport,concept:sport:baseball
2050,concept:athlete:toby_hall,850,1.0,concept:athleteplayssport,concept:sport:baseball
2051,concept:coach:mike_comrie,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:new_york_islanders
2052,concept:coach:matt_forte,850,0.9997995922191101,concept:athleteplaysforteam,concept:sportsteam:chicago_bears
2053,concept:coach:matt_forte,850,0.9764999999999999,concept:athleteplaysinleague,concept:sportsleague:nfl
2054,concept:coach:matt_forte,850,0.911,concept:athleteplayssport,concept:sport:hockey
2055,concept:coach:kevin_kouzmanoff,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:padres
2056,concept:coach:kevin_kouzmanoff,850,0.9755,concept:athleteplaysinleague,concept:sportsleague:mlb
2057,concept:coach:kevin_kouzmanoff,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2058,concept:coach:scott_proctor,850,0.983875,concept:athleteplaysinleague,concept:sportsleague:mlb
2059,concept:coach:scott_proctor,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2060,concept:athlete:ryan_speier,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
2061,concept:personmexico:jeff_bennett,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2062,concept:personmexico:jeff_bennett,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2063,concept:athlete:carmen_pignatiello,850,1.0,concept:athleteplayssport,concept:sport:baseball
2064,concept:athlete:ryan_shealy,850,0.9735,concept:athleteplaysinleague,concept:sportsleague:mlb
2065,concept:athlete:ryan_shealy,850,1.0,concept:athleteplayssport,concept:sport:baseball
2066,concept:coach:mark_mulder,850,0.959,concept:athleteplaysinleague,concept:sportsleague:nfl
2067,concept:coach:mark_mulder,850,0.911,concept:athleteplayssport,concept:sport:football
2068,concept:athlete:rudy_seanez,850,1.0,concept:athleteplayssport,concept:sport:baseball
2069,concept:athlete:curtis_pride,850,0.9999204991665455,concept:athleteplayssport,concept:sport:baseball
2070,concept:personmexico:daniel_cabrera,850,0.9755,concept:athleteplaysinleague,concept:sportsleague:mlb
2071,concept:personmexico:daniel_cabrera,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2072,concept:athlete:shigetoshi_hasegawa,850,1.0,concept:athleteplayssport,concept:sport:baseball
2073,concept:athlete:danys_baez,850,0.9999943422707352,concept:athleteplayssport,concept:sport:baseball
2074,concept:athlete:sergio_mitre,850,0.99675,concept:athleteplaysinleague,concept:sportsleague:mlb
2075,concept:athlete:sergio_mitre,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
2076,concept:athlete:eddie_guardado,850,0.9994375,concept:athleteplayssport,concept:sport:baseball
2077,concept:athlete:a_j__pierzynski,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:red_sox
2078,concept:athlete:a_j__pierzynski,850,0.96625,concept:athleteplaysinleague,concept:sportsleague:mlb
2079,concept:athlete:a_j__pierzynski,850,0.9685,concept:athleteplayssport,concept:sport:baseball
2080,concept:personmexico:brandon_duckworth,850,0.944,concept:athleteplaysinleague,concept:sportsleague:mlb
2081,concept:personmexico:brandon_duckworth,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2082,concept:athlete:kris_versteeg,850,1.0,concept:athleteplaysforteam,concept:sportsteam:chicago_blackhawks
2083,concept:athlete:leo_rosales,850,0.998875,concept:athleteplayssport,concept:sport:baseball
2084,concept:athlete:alex_herrera,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2085,concept:athlete:jason_spezza,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:ottawa_senators
2086,concept:coach:chris_chelios,850,0.9990234375,concept:athleteplaysforteam,concept:sportsteam:red_wings
2087,concept:athlete:david_boston,850,0.947,concept:athleteplaysinleague,concept:sportsleague:nfl
2088,concept:athlete:david_boston,850,0.907,concept:athleteplayssport,concept:sport:football
2089,concept:athlete:paul_bako,850,0.972,concept:athleteplaysinleague,concept:sportsleague:mlb
2090,concept:athlete:paul_bako,850,0.937,concept:athleteplayssport,concept:sport:baseball
2091,concept:athlete:jimmy_gobble,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
2092,concept:personmexico:coco_crisp_,850,0.984375,concept:athleteledsportsteam,concept:sportsteam:red_sox
2093,concept:personmexico:coco_crisp_,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:red_sox
2094,concept:athlete:ross_gload,850,0.9865,concept:athleteplaysinleague,concept:sportsleague:mlb
2095,concept:athlete:ross_gload,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2096,concept:athlete:luis_hernandez,850,1.0,concept:athleteplayssport,concept:sport:baseball
2097,concept:personmexico:brian_piccolo,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:chicago_bears
2098,concept:athlete:brian_barton,850,0.944,concept:athleteplaysinleague,concept:sportsleague:nfl
2099,concept:athlete:brian_barton,850,0.907,concept:athleteplayssport,concept:sport:football
2100,concept:coach:mike_knuble,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:philadelphia_flyers
2101,concept:athlete:neal_musser,850,0.998875,concept:athleteplayssport,concept:sport:baseball
2102,concept:athlete:bobby_livingston,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2103,concept:coach:jose_paniagua,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2104,concept:personmexico:willie_bloomquist,850,0.994125,concept:athleteplaysinleague,concept:sportsleague:mlb
2105,concept:personmexico:willie_bloomquist,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2106,concept:athlete:craig_breslow,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2107,concept:athlete:craig_breslow,850,1.0,concept:athleteplayssport,concept:sport:baseball
2108,concept:athlete:mark_martin,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:nascar
2109,concept:athlete:john_ennis,850,1.0,concept:athleteplayssport,concept:sport:baseball
2110,concept:athlete:eric_dickerson,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nfl
2111,concept:athlete:eric_dickerson,850,0.907,concept:athleteplayssport,concept:sport:football
2112,concept:personmexico:jorge_julio,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2113,concept:athlete:shelley_duncan,850,0.96875,concept:athleteplaysinleague,concept:sportsleague:mlb
2114,concept:athlete:shelley_duncan,850,0.99775,concept:athleteplayssport,concept:sport:baseball
2115,concept:athlete:jesse_carlson,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2116,concept:athlete:jesse_carlson,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2117,concept:athlete:james_harden,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:sun_devils
2118,concept:athlete:james_harden,850,0.959,concept:athleteplaysinleague,concept:sportsleague:nfl
2119,concept:athlete:james_harden,850,0.907,concept:athleteplayssport,concept:sport:football
2120,concept:athlete:scott_eyre,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2121,concept:athlete:scott_eyre,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2122,concept:athlete:steve_garvey,850,0.9921875,concept:athleteplaysforteam,concept:sportsteam:dodgers
2123,concept:athlete:steve_garvey,850,0.934,concept:athleteplaysinleague,concept:sportsleague:mlb
2124,concept:athlete:steve_garvey,850,0.9685,concept:athleteplayssport,concept:sport:baseball
2125,concept:personmexico:greg_aquino,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2126,concept:athlete:mike_rabelo,850,0.972,concept:athleteplaysinleague,concept:sportsleague:mlb
2127,concept:athlete:mike_rabelo,850,0.9685,concept:athleteplayssport,concept:sport:baseball
2128,concept:athlete:edgar_renteria,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:colorado_rockies
2129,concept:athlete:edgar_renteria,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nfl
2130,concept:athlete:edgar_renteria,850,1.0,concept:athleteplayssport,concept:sport:baseball
2131,concept:personmexico:carlos_quentin,850,0.96875,concept:athleteledsportsteam,concept:sportsteam:red_sox
2132,concept:personmexico:carlos_quentin,850,1.0,concept:athleteplaysforteam,concept:sportsteam:rangers
2133,concept:personmexico:carlos_quentin,850,0.98775,concept:athleteplaysinleague,concept:sportsleague:mlb
2134,concept:personmexico:carlos_quentin,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2135,concept:personmexico:mark_redman,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2136,concept:personmexico:rob_tejeda,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2137,concept:athlete:david_patton,850,0.9994375,concept:athleteplayssport,concept:sport:baseball
2138,concept:athlete:vladimir_guerrero,850,1.0,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers
2139,concept:athlete:vladimir_guerrero,850,0.9999657154378457,concept:athleteplaysforteam,concept:sportsteam:los_angeles_lakers
2140,concept:athlete:nook_logan,850,0.99775,concept:athleteplayssport,concept:sport:baseball
2141,concept:athlete:chad_cordero,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2142,concept:athlete:deangelo_williams,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:carolina
2143,concept:athlete:dan_fouts,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:chargers
2144,concept:athlete:dan_fouts,850,0.9510000000000001,concept:athleteplaysinleague,concept:sportsleague:nfl
2145,concept:athlete:dan_fouts,850,0.907,concept:athleteplayssport,concept:sport:football
2146,concept:athlete:mark_prior,850,0.9997247435478492,concept:athleteplayssport,concept:sport:baseball
2147,concept:athlete:brandon_mccarthy,850,0.96625,concept:athleteplaysinleague,concept:sportsleague:mlb
2148,concept:athlete:brandon_mccarthy,850,1.0,concept:athleteplayssport,concept:sport:baseball
2149,concept:athlete:bobby_jenks,850,1.0,concept:athleteplayssport,concept:sport:baseball
2150,concept:athlete:rafael_soriano,850,0.9935,concept:athleteplaysinleague,concept:sportsleague:mlb
2151,concept:athlete:rafael_soriano,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2152,concept:personmexico:heath_bell,850,0.99675,concept:athleteplaysinleague,concept:sportsleague:mlb
2153,concept:personmexico:heath_bell,850,1.0,concept:athleteplayssport,concept:sport:baseball
2154,concept:athlete:gus_frerotte,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:minnesota_vikings
2155,concept:personmexico:lyle_overbay,850,0.994875,concept:athleteplaysinleague,concept:sportsleague:mlb
2156,concept:personmexico:lyle_overbay,850,0.9685,concept:athleteplayssport,concept:sport:baseball
2157,concept:athlete:d_j__carrasco,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2158,concept:athlete:d_j__carrasco,850,0.999546875,concept:athleteplayssport,concept:sport:baseball
2159,concept:coach:mike_komisarek,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:canadiens
2160,concept:athlete:billy_buckner,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
2161,concept:athlete:jose_calderon,850,0.984375,concept:athleteledsportsteam,concept:sportsteam:toronto_raptors
2162,concept:athlete:jose_calderon,850,0.9990234375,concept:athleteplaysforteam,concept:sportsteam:toronto_raptors
2163,concept:athlete:jose_calderon,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
2164,concept:athlete:santiago_ramirez,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2165,concept:athlete:marc_edouard_vlasic,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:boston_bruins
2166,concept:personmexico:juan_rivera,850,0.984375,concept:athleteplaysforteam,concept:sportsteam:new_york_mets
2167,concept:personmexico:juan_rivera,850,0.99959375,concept:athleteplaysinleague,concept:sportsleague:mlb
2168,concept:personmexico:juan_rivera,850,0.99803125,concept:athleteplayssport,concept:sport:baseball
2169,concept:athlete:brett_tomko,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2170,concept:athlete:brett_tomko,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2171,concept:coach:brian_sanches,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2172,concept:coach:brian_sanches,850,0.99971875,concept:athleteplayssport,concept:sport:baseball
2173,concept:athlete:ryan_webb,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2174,concept:coach:mike_lieberthal,850,0.948,concept:athleteplaysinleague,concept:sportsleague:mlb
2175,concept:coach:mike_lieberthal,850,0.937,concept:athleteplayssport,concept:sport:baseball
2176,concept:athlete:brady_clark,850,0.9999831387005569,concept:athleteplayssport,concept:sport:baseball
2177,concept:athlete:bill_bray,850,0.9999934109244011,concept:athleteplayssport,concept:sport:baseball
2178,concept:personmexico:chris_quinn,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:miami_heat
2179,concept:personmexico:chris_quinn,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
2180,concept:athlete:josh_rabe,850,0.999,concept:athleteplayssport,concept:sport:baseball
2181,concept:athlete:marco_estrada,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2182,concept:athlete:marco_estrada,850,0.996375,concept:athleteplayssport,concept:sport:baseball
2183,concept:athlete:juan_diaz,850,1.0,concept:athleteplayssport,concept:sport:boxing
2184,concept:personmexico:joe_inglett,850,0.993375,concept:athleteplaysinleague,concept:sportsleague:mlb
2185,concept:personmexico:joe_inglett,850,0.9685,concept:athleteplayssport,concept:sport:baseball
2186,concept:athlete:aramis_ramirez,850,0.9999998089803086,concept:athleteledsportsteam,concept:sportsteam:red_sox
2187,concept:athlete:aramis_ramirez,850,0.99951171875,concept:athleteplaysforteam,concept:sportsteam:marlins
2188,concept:athlete:aramis_ramirez,850,0.9999993982322805,concept:athleteplaysinleague,concept:sportsleague:mlb
2189,concept:athlete:aramis_ramirez,850,0.99998896121875,concept:athleteplayssport,concept:sport:baseball
2190,concept:athlete:andrew_brackman,850,0.9997242492550814,concept:athleteplayssport,concept:sport:baseball
2191,concept:athlete:esteban_yan,850,1.0,concept:athleteplayssport,concept:sport:baseball
2192,concept:athlete:mike_zagurski,850,1.0,concept:athleteplayssport,concept:sport:baseball
2193,concept:personmexico:enrique_gonzalez,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
2194,concept:personmexico:jack_morris,850,0.986,concept:athleteplaysinleague,concept:sportsleague:mlb
2195,concept:personmexico:jack_morris,850,0.937,concept:athleteplayssport,concept:sport:baseball
2196,concept:athlete:clay_rapada,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2197,concept:athlete:clay_rapada,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2198,concept:athlete:whitey_ford,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2199,concept:athlete:omar_vizquel,850,0.959,concept:athleteplaysinleague,concept:sportsleague:nfl
2200,concept:athlete:omar_vizquel,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2201,concept:athlete:hayden_penn,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
2202,concept:athlete:carson_palmer,850,0.9921875,concept:athleteledsportsteam,concept:sportsteam:bengals
2203,concept:athlete:carson_palmer,850,0.998046875,concept:athleteplaysforteam,concept:sportsteam:bengals
2204,concept:athlete:carson_palmer,850,0.9795,concept:athleteplaysinleague,concept:sportsleague:nfl
2205,concept:athlete:carson_palmer,850,0.9535,concept:athleteplayssport,concept:sport:football
2206,concept:athlete:brian_shouse,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2207,concept:athlete:brian_shouse,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2208,concept:athlete:john_wasdin,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2209,concept:athlete:dan_meyer,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
2210,concept:coach:ryan_getzlaf,850,0.99951171875,concept:athleteplaysforteam,concept:sportsteam:anaheim_ducks
2211,concept:coach:ryan_getzlaf,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nhl
2212,concept:coach:ryan_getzlaf,850,0.911,concept:athleteplayssport,concept:sport:hockey
2213,concept:athlete:lou_piniella,850,1.0,concept:athleteledsportsteam,concept:sportsteam:cubs
2214,concept:personmexico:morgan_ensberg,850,0.972,concept:athleteplaysinleague,concept:sportsleague:mlb
2215,concept:personmexico:morgan_ensberg,850,0.937,concept:athleteplayssport,concept:sport:baseball
2216,concept:athlete:jason_grilli,850,0.9994375,concept:athleteplayssport,concept:sport:baseball
2217,concept:athlete:chris_widger,850,0.999987410434464,concept:athleteplayssport,concept:sport:baseball
2218,concept:athlete:jonathan_albaladejo,850,0.996375,concept:athleteplayssport,concept:sport:baseball
2219,concept:athlete:larry_doby,850,0.9670000000000001,concept:athleteplaysinleague,concept:sportsleague:mlb
2220,concept:athlete:larry_doby,850,0.937,concept:athleteplayssport,concept:sport:baseball
2221,concept:athlete:mark_mcgwire,850,0.902,concept:athleteplaysinleague,concept:sportsleague:nfl
2222,concept:athlete:mark_mcgwire,850,0.911,concept:athleteplayssport,concept:sport:football
2223,concept:athlete:chris_reitsma,850,1.0,concept:athleteplayssport,concept:sport:baseball
2224,concept:coach:jeff_samardzija,850,0.96875,concept:athleteplaysforteam,concept:sportsteam:cubs
2225,concept:coach:jeff_samardzija,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2226,concept:coach:jeff_samardzija,850,0.9981875,concept:athleteplayssport,concept:sport:baseball
2227,concept:athlete:donyell_marshall,850,1.0,concept:athleteplaysinleague,concept:sportsleague:nba
2228,concept:athlete:brad_thomas,850,0.99971875,concept:athleteplayssport,concept:sport:baseball
2229,concept:athlete:kyle_farnsworth,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2230,concept:athlete:kyle_farnsworth,850,0.9960625,concept:athleteplayssport,concept:sport:baseball
2231,concept:athlete:dave_righetti,850,0.9755,concept:athleteplaysinleague,concept:sportsleague:mlb
2232,concept:athlete:dave_righetti,850,0.937,concept:athleteplayssport,concept:sport:baseball
2233,concept:athlete:chris_smith,850,0.987,concept:athleteplaysinleague,concept:sportsleague:mlb
2234,concept:athlete:chris_smith,850,0.992125,concept:athleteplayssport,concept:sport:baseball
2235,concept:athlete:magglio_ordonez,850,0.9935,concept:athleteplaysinleague,concept:sportsleague:mlb
2236,concept:athlete:magglio_ordonez,850,0.98425,concept:athleteplayssport,concept:sport:baseball
2237,concept:athlete:nick_markakis,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:baltimore_orioles
2238,concept:athlete:michael_owen,850,0.9999999999997868,concept:athleteplaysforteam,concept:sportsteam:chicago_blackhawks
2239,concept:athlete:vicente_padilla,850,0.96875,concept:athleteplaysinleague,concept:sportsleague:mlb
2240,concept:athlete:vicente_padilla,850,1.0,concept:athleteplayssport,concept:sport:baseball
2241,concept:athlete:ben_zobrist,850,0.9375,concept:athleteplaysinleague,concept:sportsleague:mlb
2242,concept:coach:justin_miller,850,0.948,concept:athleteplaysinleague,concept:sportsleague:nfl
2243,concept:coach:justin_miller,850,0.9375,concept:athleteplayssport,concept:sport:baseball
2244,concept:athlete:jason_kendall,850,0.9375,concept:athleteplaysforteam,concept:sportsteam:milwaukee_brewers
2245,concept:athlete:jason_kendall,850,0.98975,concept:athleteplaysinleague,concept:sportsleague:mlb
2246,concept:athlete:jason_kendall,850,0.9685,concept:athleteplayssport,concept:sport:baseball
2247,concept:athlete:jake_mcgee,850,0.9999964635816219,concept:athleteplayssport,concept:sport:baseball
2248,concept:personmexico:andy_cavazos,850,0.9375,concept:athleteplayssport,concept:sport:baseball
