,Entity,Iteration,Probability,Relation,Value
2894,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
2895,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:white_sox
2896,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cardinals__
2897,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:san_diego_padres
2898,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:padres
2899,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999851737231964,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
2900,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999400136394992,concept:teamplaysagainstteam,concept:sportsteam:rockies
2901,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9998934724702997,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
2902,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9996442520861428,concept:teamplaysagainstteam,concept:sportsteam:yankees
2903,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:dodgers
2904,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9990234375,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
2905,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9761310090444315,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
2906,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:indians
2907,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:red_sox
2908,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
2909,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cleveland_indians
2910,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999999998934149,concept:teamplaysincity,concept:city:phoenix
2911,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999999999376676,concept:teamplaysinleague,concept:sportsleague:mlb
2912,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.99940625,concept:teamplayssport,concept:sport:baseball
2913,concept:sportsteam:n2001_arizona_diamondbacks,1070,0.9999012151206556,concept:teamwontrophy,concept:awardtrophytournament:world_series
2914,concept:sportsteam:southern_utah_thunderbirds,1048,1.0,concept:teamalsoknownas,concept:sportsteam:state_university
2915,concept:sportsteam:southern_utah_thunderbirds,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2916,concept:sportsteam:san_francisco_dons,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2917,concept:sportsteam:black_hills_state_yellow_jackets,1070,0.998046875,concept:teamplaysincity,concept:city:spearfish
2918,concept:sportsteam:tennessee_martin_skyhawks,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2919,concept:sportsteam:pitt_panthers,1070,0.999755859375,concept:teamplaysinleague,concept:sportsleague:ncaa
2920,concept:sportsteam:georgetown_hoyas,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2921,concept:sportsteam:california_davis_aggies,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2922,concept:sportsteam:montreal_canadiens,1045,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:toronto_maple_leafs
2923,concept:sportsteam:montreal_canadiens,1048,1.0,concept:teamplaysagainstteam,concept:sportsteam:ottawa_senators
2924,concept:sportsteam:montreal_canadiens,1069,0.9999999245504435,concept:teamplaysagainstteam,concept:sportsteam:bruins
2925,concept:sportsteam:montreal_canadiens,1069,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:carolina_hurricanes_hockey
2926,concept:sportsteam:montreal_canadiens,1046,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_penguins
2927,concept:sportsteam:montreal_canadiens,1045,0.9877958656489089,concept:teamplaysagainstteam,concept:sportsteam:maple_leafs
2928,concept:sportsteam:montreal_canadiens,1070,0.999970465495612,concept:teamplaysagainstteam,concept:sportsteam:rangers
2929,concept:sportsteam:montreal_canadiens,1070,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:islanders
2930,concept:sportsteam:montreal_canadiens,1070,0.9913441692920214,concept:teamplaysagainstteam,concept:sportsteam:devils
2931,concept:sportsteam:montreal_canadiens,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:blackhawks
2932,concept:sportsteam:montreal_canadiens,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:red_wings
2933,concept:sportsteam:montreal_canadiens,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:kings_college
2934,concept:sportsteam:montreal_canadiens,1045,1.0,concept:teamplaysagainstteam,concept:sportsteam:edmonton_oilers
2935,concept:sportsteam:montreal_canadiens,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
2936,concept:sportsteam:montreal_canadiens,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:calgary_flames
2937,concept:sportsteam:montreal_canadiens,1069,0.96875,concept:teamplaysagainstteam,concept:sportsteam:buffalo_sabres
2938,concept:sportsteam:montreal_canadiens,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:philadelphia_flyers
2939,concept:sportsteam:montreal_canadiens,1070,1.0,concept:teamplaysincity,concept:city:montreal
2940,concept:sportsteam:montreal_canadiens,1070,1.0,concept:teamplaysinleague,concept:sportsleague:nhl
2941,concept:sportsteam:montreal_canadiens,1070,1.0,concept:teamplayssport,concept:sport:hockey
2942,concept:sportsteam:montreal_canadiens,1045,0.999998078845221,concept:teamwontrophy,concept:awardtrophytournament:stanley_cup
2943,concept:sportsteam:cleveland_indians,1070,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:jacobs_field
2944,concept:sportsteam:cleveland_indians,1069,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:chicago_white_sox
2945,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
2946,concept:sportsteam:cleveland_indians,1069,0.96875,concept:teamplaysagainstteam,concept:sportsteam:detroit_tigers
2947,concept:sportsteam:cleveland_indians,1069,0.9915952150269471,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves_spring_training
2948,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:white_sox
2949,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:twins
2950,concept:sportsteam:cleveland_indians,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pirates
2951,concept:sportsteam:cleveland_indians,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
2952,concept:sportsteam:cleveland_indians,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox
2953,concept:sportsteam:cleveland_indians,1069,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:yankees
2954,concept:sportsteam:cleveland_indians,1070,0.9999932639620935,concept:teamplaysagainstteam,concept:sportsteam:boston_red_sox
2955,concept:sportsteam:cleveland_indians,1070,0.9993044033301702,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
2956,concept:sportsteam:cleveland_indians,1070,0.9375,concept:teamplaysincity,concept:city:los_banos
2957,concept:sportsteam:cleveland_indians,1070,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
2958,concept:sportsteam:cleveland_indians,1070,1.0,concept:teamplayssport,concept:sport:baseball
2959,concept:sportsteam:cleveland_indians,1069,0.9999999990376636,concept:teamwontrophy,concept:awardtrophytournament:world_series
2960,concept:sportsteam:southern_mississippi_golden_eagles,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2961,concept:sportsteam:centenary_college_gents,1070,0.9990234375,concept:teamplaysinleague,concept:sportsleague:ncaa
2962,concept:sportsteam:miami_dolphins_football_team,1070,0.96875,concept:teamhomestadium,concept:stadiumoreventvenue:dolphins_stadium
2963,concept:sportsteam:miami_dolphins_football_team,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:minnesota_vikings
2964,concept:sportsteam:miami_dolphins_football_team,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:baltimore_colts
2965,concept:sportsteam:miami_dolphins_football_team,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:bears_29_17
2966,concept:sportsteam:miami_dolphins_football_team,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:seahawks
2967,concept:sportsteam:miami_dolphins_football_team,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_england_patriots
2968,concept:sportsteam:miami_dolphins_football_team,1070,0.9999998972917191,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
2969,concept:sportsteam:miami_dolphins_football_team,1070,0.9534957126665458,concept:teamplaysagainstteam,concept:sportsteam:bills
2970,concept:sportsteam:miami_dolphins_football_team,1070,0.96875,concept:teamplaysincity,concept:city:philadelphia
2971,concept:sportsteam:miami_dolphins_football_team,1070,1.0,concept:teamplaysinleague,concept:sportsleague:nfl
2972,concept:sportsteam:miami_dolphins_football_team,1070,0.99425,concept:teamplayssport,concept:sport:football
2973,concept:sportsteam:miami_dolphins_football_team,1070,0.9990234375,concept:teamwontrophy,concept:awardtrophytournament:super_bowl
2974,concept:sportsteam:nebraska_cornhuskers,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2975,concept:sportsteam:eastern_wyoming_college_lancers,1070,0.99951171875,concept:teamplaysinleague,concept:sportsleague:ncaa
2976,concept:sportsteam:talladega_college,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
2977,concept:sportsteam:penn_state_nittany_lions,1069,0.9999997034082624,concept:teamalsoknownas,concept:sportsteam:state_university
2978,concept:sportsteam:penn_state_nittany_lions,1070,0.9375,concept:teamhomestadium,concept:stadiumoreventvenue:beaver_stadium
2979,concept:sportsteam:penn_state_nittany_lions,1069,0.9999999009297316,concept:teamplaysagainstteam,concept:sportsteam:hawkeyes
2980,concept:sportsteam:penn_state_nittany_lions,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2981,concept:sportsteam:stephen_f__austin_lumberjacks,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
2982,concept:sportsteam:princeton_university,1070,0.9999999981373549,concept:teamplaysinleague,concept:sportsleague:international
2983,concept:sportsteam:princeton_university,1070,0.9375,concept:teamplayssport,concept:sport:basketball
2984,concept:sportsteam:big_east_conference,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
2985,concept:sportsteam:elliott_school_of_international_affairs,1070,0.9999990463256836,concept:teamplaysinleague,concept:sportsleague:international
2986,concept:sportsteam:oregon_state_university,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:international
2987,concept:sportsteam:waseda_university,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:international
2988,concept:sportsteam:uconn,1070,1.0,concept:teamplaysincity,concept:city:hartford
2989,concept:sportsteam:uconn,1070,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
2990,concept:sportsteam:the_american_university,1070,0.999755859375,concept:teamplaysinleague,concept:sportsleague:international
2991,concept:sportsteam:sydney_university,1070,0.984375,concept:teamplaysinleague,concept:sportsleague:international
2992,concept:sportsteam:mississippi_valley_state_devilettes,1070,0.9375,concept:teamplaysincity,concept:visualizablescene:itta_bena
2993,concept:sportsteam:los_angeles_dodgers,1070,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:dodger_stadium
2994,concept:sportsteam:los_angeles_dodgers,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
2995,concept:sportsteam:los_angeles_dodgers,1051,0.9973677677197089,concept:teamplaysagainstteam,concept:sportsteam:former_san_francisco_giants
2996,concept:sportsteam:los_angeles_dodgers,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:pirates
2997,concept:sportsteam:los_angeles_dodgers,1067,0.984375,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
2998,concept:sportsteam:los_angeles_dodgers,1069,0.9990391962665142,concept:teamplaysagainstteam,concept:sportsteam:phillies
2999,concept:sportsteam:los_angeles_dodgers,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
3000,concept:sportsteam:los_angeles_dodgers,1070,1.0,concept:teamplaysincity,concept:city:philadelphia
3001,concept:sportsteam:los_angeles_dodgers,1070,1.0,concept:teamplaysinleague,concept:sportsleague:mlb
3002,concept:sportsteam:los_angeles_dodgers,1070,0.997625,concept:teamplayssport,concept:sport:baseball
3003,concept:sportsteam:los_angeles_dodgers,1051,1.0,concept:teamwontrophy,concept:awardtrophytournament:world_series
3004,concept:sportsteam:staffordshire_university,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:international
3005,concept:sportsteam:gardner_webb_runnin_bulldogs,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
3006,concept:sportsteam:atlantic_sun_conference,1070,0.9921875,concept:teamplaysinleague,concept:sportsleague:ncaa
3007,concept:sportsteam:san_diego_st_aztecs,1070,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
3008,concept:sportsteam:northwest_christian_college,1070,0.96875,concept:teamplaysincity,concept:city:eugene
3009,concept:sportsteam:lee_flames,1070,0.9999999999999996,concept:teamplaysincity,concept:city:calgary
3010,concept:sportsteam:lee_flames,1070,0.9999999957148538,concept:teamplaysinleague,concept:sportsleague:nhl
3011,concept:sportsteam:vilnius_university,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:international
3012,concept:sportsteam:the_master_s_college_mustangs,1070,0.99609375,concept:teamplaysinleague,concept:sportsleague:ncaa
3013,concept:sportsteam:prairie_view_aandm_panthers,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
3014,concept:sportsteam:citadel_bulldogs,1070,0.999969482421875,concept:teamplaysinleague,concept:sportsleague:ncaa
3015,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:california_angels
3016,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:philadelphia_athletics
3017,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:bruins
3018,concept:sportsteam:red_sox_this_season,1069,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:cincinnati_red_stockings
3019,concept:sportsteam:red_sox_this_season,1069,0.999999566118116,concept:teamplaysagainstteam,concept:sportsteam:oakland_athletics
3020,concept:sportsteam:red_sox_this_season,1069,0.9997740182812869,concept:teamplaysagainstteam,concept:sportsteam:padres
3021,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:boston_braves
3022,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:phils
3023,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:former_san_francisco_giants
3024,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:st___louis_browns
3025,concept:sportsteam:red_sox_this_season,1069,0.99951171875,concept:teamplaysagainstteam,concept:sportsteam:kansas_city_royals
3026,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:boston_celtics
3027,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:washington_senators
3028,concept:sportsteam:red_sox_this_season,1069,0.9999999945006094,concept:teamplaysagainstteam,concept:sportsteam:mariners
3029,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:toronto_blue_jays
3030,concept:sportsteam:red_sox_this_season,1069,0.9998779296875,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves_spring_training
3031,concept:sportsteam:red_sox_this_season,1069,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:brewers
3032,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_pirates
3033,concept:sportsteam:red_sox_this_season,1069,0.9998756360974268,concept:teamplaysagainstteam,concept:sportsteam:royals
3034,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:baltimore_orioles
3035,concept:sportsteam:red_sox_this_season,1069,0.998046875,concept:teamplaysagainstteam,concept:sportsteam:chicago_white_sox
3036,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:philadelphia_phillies
3037,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:washington_nationals
3038,concept:sportsteam:red_sox_this_season,1069,0.9999986074319082,concept:teamplaysagainstteam,concept:sportsteam:detroit_tigers
3039,concept:sportsteam:red_sox_this_season,1069,0.9999847412109375,concept:teamplaysagainstteam,concept:sportsteam:minnesota_twins
3040,concept:sportsteam:red_sox_this_season,1069,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:milwaukee_brewers
3041,concept:sportsteam:red_sox_this_season,1069,0.9999999997711516,concept:teamplaysagainstteam,concept:sportsteam:twins
3042,concept:sportsteam:red_sox_this_season,1069,0.9999928283344832,concept:teamplaysagainstteam,concept:sportsteam:pirates
3043,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:cubbies
3044,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_angels
3045,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:chicago_bulls
3046,concept:sportsteam:red_sox_this_season,1069,0.9999431804496062,concept:teamplaysagainstteam,concept:sportsteam:astros_last_night
3047,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:la_dodgers
3048,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:louis_cardinals
3049,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:anaheim_angels
3050,concept:sportsteam:red_sox_this_season,1070,0.9999999972286724,concept:teamplaysagainstteam,concept:sportsteam:rangers
3051,concept:sportsteam:red_sox_this_season,1070,0.9999806139407695,concept:teamplaysagainstteam,concept:sportsteam:n2001_arizona_diamondbacks
3052,concept:sportsteam:red_sox_this_season,1070,0.9997592949331643,concept:teamplaysagainstteam,concept:sportsteam:arizona_diamondbacks
3053,concept:sportsteam:red_sox_this_season,1070,0.99609375,concept:teamplaysagainstteam,concept:sportsteam:san_diego_padres
3054,concept:sportsteam:red_sox_this_season,1070,0.9926256384569929,concept:teamplaysagainstteam,concept:sportsteam:cardinals__
3055,concept:sportsteam:red_sox_this_season,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:cleveland_browns
3056,concept:sportsteam:red_sox_this_season,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_angels_of_anaheim
3057,concept:sportsteam:red_sox_this_season,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:packers
3058,concept:sportsteam:red_sox_this_season,1070,0.96875,concept:teamplaysagainstteam,concept:sportsteam:la_angels
3059,concept:sportsteam:red_sox_this_season,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:yankess
3060,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:boston_bruins
3061,concept:sportsteam:red_sox_this_season,1069,0.9999929570227066,concept:teamplaysagainstteam,concept:sportsteam:seattle_mariners
3062,concept:sportsteam:red_sox_this_season,1069,0.9693351930832333,concept:teamplaysagainstteam,concept:sportsteam:colorado_rockies
3063,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_england_patriots
3064,concept:sportsteam:red_sox_this_season,1069,0.9385256118570635,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_dodgers
3065,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
3066,concept:sportsteam:red_sox_this_season,1069,0.96875,concept:teamplaysagainstteam,concept:sportsteam:liverpool
3067,concept:sportsteam:red_sox_this_season,1069,0.9999980926513672,concept:teamplaysagainstteam,concept:sportsteam:red_sox
3068,concept:sportsteam:red_sox_this_season,1069,0.9999999999984021,concept:teamplaysagainstteam,concept:sportsteam:indians
3069,concept:sportsteam:red_sox_this_season,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:los_angeles_lakers
3070,concept:sportsteam:red_sox_this_season,1069,0.9991509900566897,concept:teamplaysagainstteam,concept:sportsteam:blue_jays
3071,concept:sportsteam:red_sox_this_season,1069,0.9999999925494194,concept:teamplaysagainstteam,concept:sportsteam:dodgers
3072,concept:sportsteam:red_sox_this_season,1069,0.9999991876961477,concept:teamplaysagainstteam,concept:sportsteam:new_york_mets
3073,concept:sportsteam:red_sox_this_season,1069,0.9999999986103365,concept:teamplaysagainstteam,concept:sportsteam:cleveland_indians
3074,concept:sportsteam:red_sox_this_season,1069,0.9999995061311064,concept:teamplaysagainstteam,concept:sportsteam:rockies
3075,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:atlanta_braves
3076,concept:sportsteam:red_sox_this_season,1069,0.999755859375,concept:teamplaysagainstteam,concept:sportsteam:marlins
3077,concept:sportsteam:red_sox_this_season,1069,0.9999996137727604,concept:teamplaysagainstteam,concept:sportsteam:texas_rangers
3078,concept:sportsteam:red_sox_this_season,1069,0.9999999999999997,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_devil_rays
3079,concept:sportsteam:red_sox_this_season,1069,0.984375,concept:teamplaysagainstteam,concept:sportsteam:montreal_expos
3080,concept:sportsteam:red_sox_this_season,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:yankees
3081,concept:sportsteam:red_sox_this_season,1069,0.9605420950532102,concept:teamplaysagainstteam,concept:sportsteam:phillies
3082,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:tampa_bay_rays
3083,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:new_york_jets
3084,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:chicago_cubs_baseball
3085,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplaysagainstteam,concept:sportsteam:alabama_state_university
3086,concept:sportsteam:red_sox_this_season,1070,0.9921875,concept:teamplaysagainstteam,concept:sportsteam:boston_red_sox
3087,concept:sportsteam:red_sox_this_season,1070,0.902,concept:teamplaysincity,concept:city:anaheim
3088,concept:sportsteam:red_sox_this_season,1070,0.918,concept:teamplaysinleague,concept:sportsleague:mlb
3089,concept:sportsteam:red_sox_this_season,1070,1.0,concept:teamplayssport,concept:sport:baseball
3090,concept:sportsteam:red_sox_this_season,1069,0.9999999694906002,concept:teamwontrophy,concept:awardtrophytournament:world_series
3091,concept:sportsteam:red_sox_this_season,1069,0.9844832252259381,concept:teamwontrophy,concept:awardtrophytournament:division
3092,concept:sportsteam:california_angels,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
3093,concept:sportsteam:california_angels,1070,0.98425,concept:teamplaysinleague,concept:sportsleague:mlb
3094,concept:sportsteam:california_angels,1070,0.981,concept:teamplayssport,concept:sport:baseball
3095,concept:sportsteam:california_angels,960,0.9999991207187287,concept:teamwontrophy,concept:awardtrophytournament:world_series
3096,concept:sportsteam:tennessee_wesleyan_bulldogs,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
3097,concept:sportsteam:arkansas_state_indians,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
3098,concept:sportsteam:coppin_state_eagles,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
3099,concept:sportsteam:northeastern_university,1070,0.999755859375,concept:teamplaysinleague,concept:sportsleague:international
3100,concept:sportsteam:northeastern_university,1070,1.0,concept:teamplayssport,concept:sport:basketball
3101,concept:sportsteam:southern_virginia_knights,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
3102,concept:sportsteam:embry_riddle_eagles,1070,0.998046875,concept:teamplaysinleague,concept:sportsleague:ncaa
3103,concept:sportsteam:miami_ohio_redhawks,1070,0.9375,concept:teamplaysinleague,concept:sportsleague:ncaa
3104,concept:sportsteam:middle_tennessee_state_blue_raiders,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
3105,concept:sportsteam:murray_state_racers,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
3106,concept:sportsteam:iona_college,1070,0.9999400722699823,concept:teamplaysinleague,concept:sportsleague:ncaa
3107,concept:sportsteam:bellarmine_knights,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
3108,concept:sportsteam:portland_state_vikings,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
3109,concept:sportsteam:philadelphia_flyers,1070,0.9375,concept:teamhomestadium,concept:stadiumoreventvenue:wells_fargo_center_pa
3110,concept:sportsteam:philadelphia_flyers,1070,0.9999090652526121,concept:teamplaysagainstteam,concept:sportsteam:rangers
3111,concept:sportsteam:philadelphia_flyers,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:bruins
3112,concept:sportsteam:philadelphia_flyers,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:islanders
3113,concept:sportsteam:philadelphia_flyers,1070,0.984375,concept:teamplaysagainstteam,concept:sportsteam:pittsburgh_penguins
3114,concept:sportsteam:philadelphia_flyers,1070,0.9375,concept:teamplaysagainstteam,concept:sportsteam:montreal_canadiens
3115,concept:sportsteam:philadelphia_flyers,1070,1.0,concept:teamplaysincity,concept:city:philadelphia
3116,concept:sportsteam:philadelphia_flyers,1070,1.0,concept:teamplaysinleague,concept:sportsleague:nhl
3117,concept:sportsteam:philadelphia_flyers,1070,1.0,concept:teamplayssport,concept:sport:hockey
3118,concept:sportsteam:philadelphia_flyers,1070,1.0,concept:teamwontrophy,concept:awardtrophytournament:stanley_cup
3119,concept:sportsteam:armstrong_atlantic_pirates,1070,1.0,concept:teamplaysinleague,concept:sportsleague:ncaa
3120,concept:sportsteam:ohio_st_buckeyes,1070,0.9998823462573636,concept:teamplaysinleague,concept:sportsleague:ncaa
3121,concept:sportsteam:utah_valley_state_wolverines,1070,0.96875,concept:teamplaysinleague,concept:sportsleague:ncaa
3122,concept:sportsteam:chicago_white_sox,1070,1.0,concept:teamhomestadium,concept:stadiumoreventvenue:u_s__cellular_field
3123,concept:sportsteam:chicago_white_sox,1063,0.96875,concept:teamplaysagainstteam,concept:sportsteam:kansas_city_royals
3124,concept:sportsteam:chicago_white_sox,1069,1.0,concept:teamplaysagainstteam,concept:sportsteam:red_sox_this_season
3125,concept:sportsteam:chicago_white_sox,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:astros_last_night
3126,concept:sportsteam:chicago_white_sox,1051,1.0,concept:teamplaysagainstteam,concept:sportsteam:detroit_tigers
3127,concept:sportsteam:chicago_white_sox,1055,0.96875,concept:teamplaysagainstteam,concept:sportsteam:minnesota_twins
3128,concept:sportsteam:chicago_white_sox,1058,0.9962275276667755,concept:teamplaysagainstteam,concept:sportsteam:twins
3129,concept:sportsteam:chicago_white_sox,1069,0.9375,concept:teamplaysagainstteam,concept:sportsteam:houston_astros
